SN;JD;Filt;mag
SN 2002ef      ;2452498.39;B;17.101
SN 2002ef      ;2452500.39;B;17.221
SN 2002ef      ;2452502.42;B;17.497
SN 2002ef      ;2452504.34;B;17.712
SN 2002ef      ;2452513.44;B;18.476
SN 2002ef      ;2452515.37;B;19.045
SN 2002ef      ;2452519.30;B;19.196
SN 2002ef      ;2452524.38;B;19.734
SN 2002ef      ;2452529.36;B;19.682
SN 2002ef      ;2452534.34;B;19.655
SN 2002ef      ;2452551.34;B;20.144
SN 2002ef      ;2452552.28;B;20.157
SN 2002ef      ;2452487.41;V;16.585
SN 2002ef      ;2452488.35;V;16.544
SN 2002ef      ;2452489.36;V;16.493
SN 2002ef      ;2452490.41;V;16.458
SN 2002ef      ;2452491.34;V;16.489
SN 2002ef      ;2452492.37;V;16.445
SN 2002ef      ;2452492.45;V;16.422
SN 2002ef      ;2452493.39;V;16.435
SN 2002ef      ;2452493.41;V;16.460
SN 2002ef      ;2452494.41;V;16.453
SN 2002ef      ;2452495.37;V;16.503
SN 2002ef      ;2452496.42;V;16.506
SN 2002ef      ;2452497.34;V;16.547
SN 2002ef      ;2452498.39;V;16.596
SN 2002ef      ;2452500.39;V;16.714
SN 2002ef      ;2452502.42;V;16.891
SN 2002ef      ;2452504.34;V;16.968
SN 2002ef      ;2452506.33;V;17.060
SN 2002ef      ;2452513.44;V;17.480
SN 2002ef      ;2452515.37;V;17.538
SN 2002ef      ;2452519.30;V;17.826
SN 2002ef      ;2452524.38;V;18.106
SN 2002ef      ;2452529.36;V;18.486
SN 2002ef      ;2452534.34;V;18.678
SN 2002ef      ;2452547.29;V;18.908
SN 2002ef      ;2452551.34;V;19.020
SN 2002ef      ;2452552.28;V;18.962
SN 2002ef      ;2452487.41;R;16.290
SN 2002ef      ;2452488.35;R;16.289
SN 2002ef      ;2452489.36;R;16.252
SN 2002ef      ;2452490.41;R;16.229
SN 2002ef      ;2452491.34;R;16.213
SN 2002ef      ;2452492.37;R;16.196
SN 2002ef      ;2452492.45;R;16.162
SN 2002ef      ;2452493.39;R;16.175
SN 2002ef      ;2452493.41;R;16.227
SN 2002ef      ;2452494.41;R;16.233
SN 2002ef      ;2452495.37;R;16.283
SN 2002ef      ;2452496.42;R;16.295
SN 2002ef      ;2452497.34;R;16.400
SN 2002ef      ;2452498.39;R;16.410
SN 2002ef      ;2452500.39;R;16.574
SN 2002ef      ;2452502.42;R;16.749
SN 2002ef      ;2452504.34;R;16.846
SN 2002ef      ;2452506.33;R;16.892
SN 2002ef      ;2452513.44;R;16.986
SN 2002ef      ;2452515.37;R;17.015
SN 2002ef      ;2452519.30;R;17.231
SN 2002ef      ;2452524.38;R;17.590
SN 2002ef      ;2452529.36;R;17.874
SN 2002ef      ;2452534.34;R;18.175
SN 2002ef      ;2452547.29;R;18.574
SN 2002ef      ;2452551.28;R;18.680
SN 2002ef      ;2452551.34;R;18.517
SN 2002ef      ;2452552.28;R;18.527
SN 2002ef      ;2452487.41;I;16.282
SN 2002ef      ;2452488.35;I;16.386
SN 2002ef      ;2452489.36;I;16.413
SN 2002ef      ;2452490.41;I;16.489
SN 2002ef      ;2452491.34;I;16.500
SN 2002ef      ;2452492.37;I;16.503
SN 2002ef      ;2452492.45;I;16.377
SN 2002ef      ;2452493.39;I;16.370
SN 2002ef      ;2452493.41;I;16.526
SN 2002ef      ;2452494.41;I;16.566
SN 2002ef      ;2452495.37;I;16.530
SN 2002ef      ;2452496.42;I;16.556
SN 2002ef      ;2452497.34;I;16.718
SN 2002ef      ;2452498.39;I;16.799
SN 2002ef      ;2452500.39;I;16.905
SN 2002ef      ;2452502.42;I;17.082
SN 2002ef      ;2452504.34;I;17.180
SN 2002ef      ;2452506.33;I;17.021
SN 2002ef      ;2452515.37;I;16.769
SN 2002ef      ;2452519.30;I;16.783
SN 2002ef      ;2452524.38;I;17.046
SN 2002ef      ;2452529.36;I;17.401
SN 2002ef      ;2452534.34;I;17.675
SN 2002ef      ;2452547.29;I;18.404
SN 2002ef      ;2452551.28;I;18.382
SN 2002ef      ;2452551.34;I;18.370
SN 2002ef      ;2452552.28;I;18.265
SN 2002el      ;2452500.32;B;17.177
SN 2002el      ;2452501.20;B;17.010
SN 2002el      ;2452502.25;B;16.802
SN 2002el      ;2452503.23;B;16.696
SN 2002el      ;2452504.22;B;16.619
SN 2002el      ;2452505.32;B;16.542
SN 2002el      ;2452511.34;B;16.576
SN 2002el      ;2452512.23;B;16.584
SN 2002el      ;2452513.26;B;16.637
SN 2002el      ;2452514.22;B;16.742
SN 2002el      ;2452516.23;B;16.907
SN 2002el      ;2452518.25;B;17.140
SN 2002el      ;2452520.26;B;17.389
SN 2002el      ;2452522.22;B;17.639
SN 2002el      ;2452525.25;B;18.095
SN 2002el      ;2452529.23;B;18.586
SN 2002el      ;2452531.19;B;18.876
SN 2002el      ;2452540.29;B;19.298
SN 2002el      ;2452544.22;B;19.874
SN 2002el      ;2452548.17;B;19.866
SN 2002el      ;2452552.26;B;20.081
SN 2002el      ;2452553.15;B;19.946
SN 2002el      ;2452500.32;V;17.164
SN 2002el      ;2452501.20;V;17.037
SN 2002el      ;2452502.25;V;16.806
SN 2002el      ;2452503.23;V;16.685
SN 2002el      ;2452504.22;V;16.606
SN 2002el      ;2452505.32;V;16.561
SN 2002el      ;2452511.34;V;16.456
SN 2002el      ;2452512.23;V;16.468
SN 2002el      ;2452513.26;V;16.498
SN 2002el      ;2452514.22;V;16.538
SN 2002el      ;2452516.23;V;16.612
SN 2002el      ;2452518.25;V;16.736
SN 2002el      ;2452520.26;V;16.897
SN 2002el      ;2452522.22;V;16.980
SN 2002el      ;2452525.25;V;17.218
SN 2002el      ;2452529.23;V;17.474
SN 2002el      ;2452531.19;V;17.624
SN 2002el      ;2452540.29;V;18.276
SN 2002el      ;2452544.22;V;18.461
SN 2002el      ;2452548.17;V;18.604
SN 2002el      ;2452552.26;V;18.761
SN 2002el      ;2452553.15;V;18.623
SN 2002el      ;2452557.15;V;18.793
SN 2002el      ;2452565.10;V;19.160
SN 2002el      ;2452569.12;V;19.642
SN 2002el      ;2452500.32;R;16.932
SN 2002el      ;2452501.20;R;16.771
SN 2002el      ;2452502.25;R;16.587
SN 2002el      ;2452503.23;R;16.508
SN 2002el      ;2452504.22;R;16.439
SN 2002el      ;2452505.32;R;16.391
SN 2002el      ;2452511.34;R;16.296
SN 2002el      ;2452512.23;R;16.297
SN 2002el      ;2452513.26;R;16.380
SN 2002el      ;2452514.22;R;16.418
SN 2002el      ;2452516.23;R;16.580
SN 2002el      ;2452518.25;R;16.767
SN 2002el      ;2452520.26;R;16.889
SN 2002el      ;2452522.22;R;16.988
SN 2002el      ;2452525.25;R;17.092
SN 2002el      ;2452529.23;R;17.078
SN 2002el      ;2452531.19;R;17.185
SN 2002el      ;2452540.29;R;17.782
SN 2002el      ;2452544.22;R;18.025
SN 2002el      ;2452548.17;R;18.131
SN 2002el      ;2452552.26;R;18.231
SN 2002el      ;2452553.15;R;18.372
SN 2002el      ;2452557.15;R;18.675
SN 2002el      ;2452565.10;R;18.603
SN 2002el      ;2452569.12;R;18.912
SN 2002el      ;2452500.32;I;16.891
SN 2002el      ;2452501.20;I;16.826
SN 2002el      ;2452502.25;I;16.692
SN 2002el      ;2452503.23;I;16.523
SN 2002el      ;2452504.22;I;16.569
SN 2002el      ;2452505.32;I;16.545
SN 2002el      ;2452511.34;I;16.732
SN 2002el      ;2452512.23;I;16.803
SN 2002el      ;2452513.26;I;16.843
SN 2002el      ;2452514.22;I;16.905
SN 2002el      ;2452516.23;I;17.117
SN 2002el      ;2452518.25;I;17.269
SN 2002el      ;2452520.26;I;17.378
SN 2002el      ;2452522.22;I;17.374
SN 2002el      ;2452525.25;I;17.104
SN 2002el      ;2452529.23;I;17.142
SN 2002el      ;2452531.19;I;17.050
SN 2002el      ;2452540.29;I;17.591
SN 2002el      ;2452544.22;I;17.849
SN 2002el      ;2452548.17;I;18.053
SN 2002el      ;2452552.26;I;17.855
SN 2002el      ;2452553.15;I;18.235
SN 2002el      ;2452557.15;I;18.716
SN 2002el      ;2452565.10;I;18.580
SN 2002el      ;2452569.12;I;18.770
SN 2002er      ;2452510.21;B;18.072
SN 2002er      ;2452511.16;B;17.410
SN 2002er      ;2452512.16;B;16.870
SN 2002er      ;2452513.16;B;16.456
SN 2002er      ;2452514.16;B;16.114
SN 2002er      ;2452515.16;B;15.803
SN 2002er      ;2452516.15;B;15.571
SN 2002er      ;2452517.16;B;15.373
SN 2002er      ;2452518.15;B;15.220
SN 2002er      ;2452519.16;B;15.084
SN 2002er      ;2452520.16;B;14.994
SN 2002er      ;2452521.15;B;14.905
SN 2002er      ;2452522.15;B;14.856
SN 2002er      ;2452523.15;B;14.834
SN 2002er      ;2452525.15;B;14.852
SN 2002er      ;2452528.15;B;14.960
SN 2002er      ;2452529.14;B;15.019
SN 2002er      ;2452530.14;B;15.100
SN 2002er      ;2452533.13;B;15.379
SN 2002er      ;2452534.13;B;15.457
SN 2002er      ;2452535.13;B;15.600
SN 2002er      ;2452537.14;B;15.848
SN 2002er      ;2452540.16;B;16.244
SN 2002er      ;2452543.13;B;16.588
SN 2002er      ;2452547.12;B;16.993
SN 2002er      ;2452550.12;B;17.235
SN 2002er      ;2452551.15;B;17.397
SN 2002er      ;2452553.12;B;17.473
SN 2002er      ;2452561.11;B;17.943
SN 2002er      ;2452563.11;B;17.987
SN 2002er      ;2452567.11;B;18.071
SN 2002er      ;2452571.10;B;18.125
SN 2002er      ;2452575.09;B;18.166
SN 2002er      ;2452579.09;B;18.093
SN 2002er      ;2452582.10;B;18.315
SN 2002er      ;2452583.09;B;18.282
SN 2002er      ;2452674.56;B;19.525
SN 2002er      ;2452510.21;V;17.519
SN 2002er      ;2452511.16;V;16.979
SN 2002er      ;2452512.16;V;16.572
SN 2002er      ;2452513.16;V;16.190
SN 2002er      ;2452514.16;V;15.873
SN 2002er      ;2452515.16;V;15.597
SN 2002er      ;2452516.15;V;15.377
SN 2002er      ;2452517.16;V;15.188
SN 2002er      ;2452518.15;V;15.039
SN 2002er      ;2452519.16;V;14.918
SN 2002er      ;2452520.16;V;14.801
SN 2002er      ;2452521.15;V;14.721
SN 2002er      ;2452522.15;V;14.663
SN 2002er      ;2452523.15;V;14.618
SN 2002er      ;2452525.15;V;14.573
SN 2002er      ;2452528.15;V;14.589
SN 2002er      ;2452529.14;V;14.587
SN 2002er      ;2452530.14;V;14.631
SN 2002er      ;2452533.13;V;14.748
SN 2002er      ;2452534.13;V;14.829
SN 2002er      ;2452535.13;V;14.882
SN 2002er      ;2452537.14;V;15.022
SN 2002er      ;2452540.16;V;15.223
SN 2002er      ;2452543.13;V;15.378
SN 2002er      ;2452547.12;V;15.599
SN 2002er      ;2452550.12;V;15.771
SN 2002er      ;2452551.15;V;15.860
SN 2002er      ;2452553.12;V;16.004
SN 2002er      ;2452563.11;V;16.571
SN 2002er      ;2452567.11;V;16.678
SN 2002er      ;2452571.10;V;16.802
SN 2002er      ;2452575.09;V;16.920
SN 2002er      ;2452579.09;V;17.024
SN 2002er      ;2452582.10;V;17.090
SN 2002er      ;2452583.09;V;17.129
SN 2002er      ;2452674.56;V;19.201
SN 2002er      ;2452510.21;R;17.279
SN 2002er      ;2452511.16;R;16.753
SN 2002er      ;2452512.16;R;16.247
SN 2002er      ;2452513.16;R;15.913
SN 2002er      ;2452514.16;R;15.577
SN 2002er      ;2452515.16;R;15.303
SN 2002er      ;2452516.15;R;15.073
SN 2002er      ;2452517.16;R;14.891
SN 2002er      ;2452518.15;R;14.720
SN 2002er      ;2452519.16;R;14.628
SN 2002er      ;2452520.16;R;14.529
SN 2002er      ;2452521.15;R;14.486
SN 2002er      ;2452522.15;R;14.443
SN 2002er      ;2452523.15;R;14.415
SN 2002er      ;2452525.15;R;14.364
SN 2002er      ;2452528.15;R;14.390
SN 2002er      ;2452529.14;R;14.429
SN 2002er      ;2452530.14;R;14.486
SN 2002er      ;2452533.13;R;14.701
SN 2002er      ;2452534.13;R;14.789
SN 2002er      ;2452535.13;R;14.869
SN 2002er      ;2452537.14;R;14.996
SN 2002er      ;2452540.16;R;15.092
SN 2002er      ;2452543.13;R;15.152
SN 2002er      ;2452547.12;R;15.176
SN 2002er      ;2452550.12;R;15.286
SN 2002er      ;2452551.15;R;15.382
SN 2002er      ;2452553.12;R;15.484
SN 2002er      ;2452561.11;R;16.024
SN 2002er      ;2452563.11;R;16.109
SN 2002er      ;2452567.11;R;16.306
SN 2002er      ;2452571.10;R;16.423
SN 2002er      ;2452575.09;R;16.548
SN 2002er      ;2452579.09;R;16.682
SN 2002er      ;2452582.10;R;16.767
SN 2002er      ;2452583.09;R;16.841
SN 2002er      ;2452674.56;R;19.430
SN 2002er      ;2452510.21;I;17.307
SN 2002er      ;2452511.16;I;16.741
SN 2002er      ;2452512.16;I;16.241
SN 2002er      ;2452513.16;I;15.891
SN 2002er      ;2452514.16;I;15.555
SN 2002er      ;2452515.16;I;15.274
SN 2002er      ;2452516.15;I;15.055
SN 2002er      ;2452517.16;I;14.886
SN 2002er      ;2452518.15;I;14.728
SN 2002er      ;2452519.16;I;14.636
SN 2002er      ;2452520.16;I;14.552
SN 2002er      ;2452521.15;I;14.533
SN 2002er      ;2452522.15;I;14.508
SN 2002er      ;2452523.15;I;14.526
SN 2002er      ;2452525.15;I;14.542
SN 2002er      ;2452528.15;I;14.634
SN 2002er      ;2452529.14;I;14.720
SN 2002er      ;2452530.14;I;14.772
SN 2002er      ;2452533.13;I;14.995
SN 2002er      ;2452534.13;I;15.057
SN 2002er      ;2452535.13;I;15.097
SN 2002er      ;2452537.14;I;15.167
SN 2002er      ;2452540.16;I;15.138
SN 2002er      ;2452543.13;I;15.053
SN 2002er      ;2452547.12;I;14.953
SN 2002er      ;2452550.12;I;14.950
SN 2002er      ;2452551.15;I;14.912
SN 2002er      ;2452553.12;I;15.052
SN 2002er      ;2452561.11;I;15.690
SN 2002er      ;2452563.11;I;15.764
SN 2002er      ;2452567.11;I;15.977
SN 2002er      ;2452571.10;I;16.193
SN 2002er      ;2452575.09;I;16.369
SN 2002er      ;2452579.09;I;16.564
SN 2002er      ;2452582.10;I;16.612
SN 2002er      ;2452583.09;I;16.641
SN 2002er      ;2452674.56;I;19.170
SN 2002eu      ;2452522.46;B;17.656
SN 2002eu      ;2452524.48;B;17.787
SN 2002eu      ;2452525.40;B;17.886
SN 2002eu      ;2452528.47;B;18.301
SN 2002eu      ;2452529.46;B;18.414
SN 2002eu      ;2452531.37;B;18.823
SN 2002eu      ;2452534.41;B;19.169
SN 2002eu      ;2452536.38;B;19.254
SN 2002eu      ;2452551.39;B;20.501
SN 2002eu      ;2452552.46;B;20.610
SN 2002eu      ;2452521.41;V;17.615
SN 2002eu      ;2452522.46;V;17.552
SN 2002eu      ;2452524.48;V;17.559
SN 2002eu      ;2452525.40;V;17.604
SN 2002eu      ;2452528.47;V;17.766
SN 2002eu      ;2452529.46;V;17.829
SN 2002eu      ;2452531.37;V;18.003
SN 2002eu      ;2452534.41;V;18.273
SN 2002eu      ;2452536.38;V;18.448
SN 2002eu      ;2452544.41;V;18.983
SN 2002eu      ;2452547.38;V;19.394
SN 2002eu      ;2452549.39;V;19.533
SN 2002eu      ;2452551.39;V;19.410
SN 2002eu      ;2452552.46;V;19.645
SN 2002eu      ;2452561.32;V;19.620
SN 2002eu      ;2452562.30;V;19.869
SN 2002eu      ;2452521.41;R;17.360
SN 2002eu      ;2452522.46;R;17.308
SN 2002eu      ;2452524.48;R;17.340
SN 2002eu      ;2452525.40;R;17.378
SN 2002eu      ;2452528.47;R;17.667
SN 2002eu      ;2452529.46;R;17.697
SN 2002eu      ;2452531.37;R;17.798
SN 2002eu      ;2452534.41;R;17.914
SN 2002eu      ;2452536.38;R;17.901
SN 2002eu      ;2452544.41;R;18.403
SN 2002eu      ;2452547.38;R;18.721
SN 2002eu      ;2452549.39;R;18.772
SN 2002eu      ;2452551.39;R;18.828
SN 2002eu      ;2452552.46;R;19.044
SN 2002eu      ;2452561.32;R;19.563
SN 2002eu      ;2452562.30;R;19.365
SN 2002eu      ;2452566.27;R;19.428
SN 2002eu      ;2452521.41;I;17.603
SN 2002eu      ;2452522.46;I;17.622
SN 2002eu      ;2452524.48;I;17.562
SN 2002eu      ;2452525.40;I;17.565
SN 2002eu      ;2452528.47;I;17.980
SN 2002eu      ;2452529.46;I;18.117
SN 2002eu      ;2452531.37;I;18.196
SN 2002eu      ;2452534.41;I;18.111
SN 2002eu      ;2452536.38;I;18.107
SN 2002eu      ;2452544.41;I;18.225
SN 2002eu      ;2452547.38;I;18.488
SN 2002eu      ;2452549.39;I;18.598
SN 2002eu      ;2452551.39;I;19.139
SN 2002eu      ;2452552.46;I;18.801
SN 2002eu      ;2452562.30;I;19.290
SN 2002fb      ;2452524.41;B;17.684
SN 2002fb      ;2452525.42;B;17.491
SN 2002fb      ;2452528.33;B;17.239
SN 2002fb      ;2452528.49;B;17.201
SN 2002fb      ;2452529.48;B;17.241
SN 2002fb      ;2452530.44;B;17.286
SN 2002fb      ;2452531.42;B;17.343
SN 2002fb      ;2452532.44;B;17.264
SN 2002fb      ;2452534.43;B;17.814
SN 2002fb      ;2452535.37;B;17.998
SN 2002fb      ;2452537.36;B;18.364
SN 2002fb      ;2452544.43;B;19.415
SN 2002fb      ;2452547.42;B;19.359
SN 2002fb      ;2452549.41;B;19.557
SN 2002fb      ;2452551.45;B;19.752
SN 2002fb      ;2452552.50;B;19.748
SN 2002fb      ;2452556.28;B;19.828
SN 2002fb      ;2452559.39;B;19.953
SN 2002fb      ;2452562.33;B;20.099
SN 2002fb      ;2452565.25;B;19.913
SN 2002fb      ;2452571.40;B;20.003
SN 2002fb      ;2452574.28;B;20.147
SN 2002fb      ;2452577.35;B;20.530
SN 2002fb      ;2452582.35;B;20.553
SN 2002fb      ;2452583.24;B;20.571
SN 2002fb      ;2452589.28;B;20.497
SN 2002fb      ;2452613.27;B;21.204
SN 2002fb      ;2452620.25;B;21.200
SN 2002fb      ;2452524.41;V;17.289
SN 2002fb      ;2452525.42;V;17.092
SN 2002fb      ;2452528.33;V;16.758
SN 2002fb      ;2452528.49;V;16.736
SN 2002fb      ;2452529.48;V;16.667
SN 2002fb      ;2452530.44;V;16.672
SN 2002fb      ;2452531.42;V;16.661
SN 2002fb      ;2452532.44;V;16.620
SN 2002fb      ;2452534.43;V;16.771
SN 2002fb      ;2452535.37;V;16.875
SN 2002fb      ;2452537.36;V;17.060
SN 2002fb      ;2452544.43;V;17.865
SN 2002fb      ;2452547.42;V;18.155
SN 2002fb      ;2452549.41;V;18.230
SN 2002fb      ;2452551.39;V;18.390
SN 2002fb      ;2452551.45;V;18.345
SN 2002fb      ;2452552.50;V;18.397
SN 2002fb      ;2452556.28;V;18.588
SN 2002fb      ;2452559.39;V;18.787
SN 2002fb      ;2452562.33;V;18.862
SN 2002fb      ;2452565.25;V;19.109
SN 2002fb      ;2452571.40;V;19.327
SN 2002fb      ;2452574.28;V;19.342
SN 2002fb      ;2452577.35;V;19.291
SN 2002fb      ;2452581.23;V;19.405
SN 2002fb      ;2452582.35;V;19.463
SN 2002fb      ;2452583.24;V;19.469
SN 2002fb      ;2452589.28;V;19.759
SN 2002fb      ;2452593.26;V;20.160
SN 2002fb      ;2452600.26;V;20.323
SN 2002fb      ;2452604.27;V;20.393
SN 2002fb      ;2452608.29;V;20.451
SN 2002fb      ;2452612.20;V;20.566
SN 2002fb      ;2452613.27;V;20.272
SN 2002fb      ;2452620.25;V;20.338
SN 2002fb      ;2452524.41;R;17.114
SN 2002fb      ;2452525.42;R;16.901
SN 2002fb      ;2452528.33;R;16.506
SN 2002fb      ;2452528.49;R;16.491
SN 2002fb      ;2452529.48;R;16.422
SN 2002fb      ;2452530.44;R;16.370
SN 2002fb      ;2452531.42;R;16.393
SN 2002fb      ;2452534.43;R;16.404
SN 2002fb      ;2452535.37;R;16.435
SN 2002fb      ;2452537.36;R;16.567
SN 2002fb      ;2452544.43;R;17.213
SN 2002fb      ;2452547.42;R;17.485
SN 2002fb      ;2452549.41;R;17.635
SN 2002fb      ;2452551.45;R;17.828
SN 2002fb      ;2452552.50;R;17.920
SN 2002fb      ;2452556.28;R;18.052
SN 2002fb      ;2452559.39;R;18.166
SN 2002fb      ;2452562.33;R;18.312
SN 2002fb      ;2452565.25;R;18.612
SN 2002fb      ;2452571.40;R;18.960
SN 2002fb      ;2452574.28;R;19.058
SN 2002fb      ;2452577.35;R;18.901
SN 2002fb      ;2452581.23;R;19.472
SN 2002fb      ;2452582.35;R;19.360
SN 2002fb      ;2452583.24;R;19.448
SN 2002fb      ;2452589.28;R;19.439
SN 2002fb      ;2452593.26;R;19.876
SN 2002fb      ;2452600.26;R;19.417
SN 2002fb      ;2452604.27;R;20.241
SN 2002fb      ;2452608.29;R;19.976
SN 2002fb      ;2452612.20;R;20.275
SN 2002fb      ;2452613.27;R;20.773
SN 2002fb      ;2452620.25;R;21.300
SN 2002fb      ;2452524.41;I;16.955
SN 2002fb      ;2452525.42;I;16.738
SN 2002fb      ;2452528.33;I;16.389
SN 2002fb      ;2452528.49;I;16.387
SN 2002fb      ;2452529.48;I;16.322
SN 2002fb      ;2452530.44;I;16.276
SN 2002fb      ;2452531.42;I;16.277
SN 2002fb      ;2452534.43;I;16.311
SN 2002fb      ;2452535.37;I;16.345
SN 2002fb      ;2452537.36;I;16.380
SN 2002fb      ;2452544.43;I;16.710
SN 2002fb      ;2452547.42;I;16.988
SN 2002fb      ;2452549.41;I;17.142
SN 2002fb      ;2452551.45;I;17.354
SN 2002fb      ;2452552.50;I;17.361
SN 2002fb      ;2452556.28;I;17.619
SN 2002fb      ;2452559.39;I;17.850
SN 2002fb      ;2452562.33;I;17.889
SN 2002fb      ;2452565.25;I;18.203
SN 2002fb      ;2452571.40;I;18.621
SN 2002fb      ;2452574.28;I;18.603
SN 2002fb      ;2452577.35;I;18.603
SN 2002fb      ;2452581.23;I;18.569
SN 2002fb      ;2452582.35;I;19.120
SN 2002fb      ;2452583.24;I;19.048
SN 2002fb      ;2452589.28;I;19.013
SN 2002fb      ;2452593.26;I;18.970
SN 2002fb      ;2452604.27;I;19.557
SN 2002fb      ;2452608.29;I;19.439
SN 2002fb      ;2452612.20;I;19.796
SN 2002fb      ;2452613.27;I;19.663
SN 2002fk      ;2452535.49;B;15.058
SN 2002fk      ;2452536.50;B;14.664
SN 2002fk      ;2452537.47;B;14.344
SN 2002fk      ;2452541.49;B;13.597
SN 2002fk      ;2452543.50;B;13.469
SN 2002fk      ;2452544.46;B;13.383
SN 2002fk      ;2452548.49;B;13.325
SN 2002fk      ;2452549.48;B;13.312
SN 2002fk      ;2452550.45;B;13.348
SN 2002fk      ;2452551.47;B;13.382
SN 2002fk      ;2452551.48;B;13.462
SN 2002fk      ;2452552.44;B;13.464
SN 2002fk      ;2452553.45;B;13.517
SN 2002fk      ;2452555.44;B;13.657
SN 2002fk      ;2452559.45;B;13.972
SN 2002fk      ;2452561.40;B;14.224
SN 2002fk      ;2452562.39;B;14.297
SN 2002fk      ;2452565.40;B;14.669
SN 2002fk      ;2452574.37;B;15.552
SN 2002fk      ;2452576.39;B;15.732
SN 2002fk      ;2452579.40;B;15.928
SN 2002fk      ;2452582.37;B;16.084
SN 2002fk      ;2452582.38;B;16.181
SN 2002fk      ;2452583.38;B;16.245
SN 2002fk      ;2452588.43;B;16.323
SN 2002fk      ;2452594.34;B;16.515
SN 2002fk      ;2452604.33;B;16.654
SN 2002fk      ;2452607.30;B;16.753
SN 2002fk      ;2452610.35;B;16.814
SN 2002fk      ;2452613.31;B;16.800
SN 2002fk      ;2452613.34;B;16.861
SN 2002fk      ;2452616.29;B;16.874
SN 2002fk      ;2452619.27;B;16.889
SN 2002fk      ;2452620.22;B;16.956
SN 2002fk      ;2452631.29;B;17.154
SN 2002fk      ;2452644.23;B;17.324
SN 2002fk      ;2452663.19;B;17.670
SN 2002fk      ;2452673.13;B;17.723
SN 2002fk      ;2452674.11;B;17.677
SN 2002fk      ;2452535.49;V;15.148
SN 2002fk      ;2452536.50;V;14.757
SN 2002fk      ;2452537.47;V;14.448
SN 2002fk      ;2452541.49;V;13.712
SN 2002fk      ;2452543.50;V;13.589
SN 2002fk      ;2452544.46;V;13.505
SN 2002fk      ;2452548.49;V;13.364
SN 2002fk      ;2452549.48;V;13.364
SN 2002fk      ;2452550.45;V;13.398
SN 2002fk      ;2452551.47;V;13.423
SN 2002fk      ;2452551.48;V;13.422
SN 2002fk      ;2452552.44;V;13.453
SN 2002fk      ;2452553.45;V;13.467
SN 2002fk      ;2452555.44;V;13.547
SN 2002fk      ;2452559.45;V;13.765
SN 2002fk      ;2452562.39;V;13.955
SN 2002fk      ;2452565.40;V;14.127
SN 2002fk      ;2452570.45;V;14.370
SN 2002fk      ;2452574.37;V;14.555
SN 2002fk      ;2452576.39;V;14.688
SN 2002fk      ;2452579.40;V;14.863
SN 2002fk      ;2452582.37;V;15.058
SN 2002fk      ;2452582.38;V;15.059
SN 2002fk      ;2452583.38;V;15.099
SN 2002fk      ;2452588.43;V;15.371
SN 2002fk      ;2452594.34;V;15.541
SN 2002fk      ;2452604.33;V;15.825
SN 2002fk      ;2452607.30;V;15.885
SN 2002fk      ;2452610.35;V;15.997
SN 2002fk      ;2452613.31;V;16.038
SN 2002fk      ;2452613.34;V;16.087
SN 2002fk      ;2452616.29;V;16.162
SN 2002fk      ;2452619.27;V;16.230
SN 2002fk      ;2452620.22;V;16.248
SN 2002fk      ;2452631.29;V;16.547
SN 2002fk      ;2452644.23;V;16.831
SN 2002fk      ;2452657.22;V;17.146
SN 2002fk      ;2452673.13;V;17.550
SN 2002fk      ;2452674.11;V;17.475
SN 2002fk      ;2452535.49;R;15.044
SN 2002fk      ;2452536.50;R;14.682
SN 2002fk      ;2452537.47;R;14.363
SN 2002fk      ;2452541.49;R;13.641
SN 2002fk      ;2452543.50;R;13.543
SN 2002fk      ;2452544.46;R;13.460
SN 2002fk      ;2452547.47;R;13.454
SN 2002fk      ;2452548.49;R;13.359
SN 2002fk      ;2452549.48;R;13.375
SN 2002fk      ;2452550.45;R;13.380
SN 2002fk      ;2452551.47;R;13.492
SN 2002fk      ;2452551.48;R;13.404
SN 2002fk      ;2452552.44;R;13.423
SN 2002fk      ;2452553.45;R;13.477
SN 2002fk      ;2452555.44;R;13.611
SN 2002fk      ;2452559.45;R;13.904
SN 2002fk      ;2452561.40;R;14.082
SN 2002fk      ;2452562.39;R;14.075
SN 2002fk      ;2452565.40;R;14.136
SN 2002fk      ;2452570.45;R;14.183
SN 2002fk      ;2452574.37;R;14.207
SN 2002fk      ;2452576.39;R;14.332
SN 2002fk      ;2452579.40;R;14.488
SN 2002fk      ;2452582.37;R;14.691
SN 2002fk      ;2452582.38;R;14.716
SN 2002fk      ;2452583.38;R;14.786
SN 2002fk      ;2452588.43;R;15.054
SN 2002fk      ;2452594.34;R;15.263
SN 2002fk      ;2452600.40;R;15.529
SN 2002fk      ;2452604.33;R;15.638
SN 2002fk      ;2452607.30;R;15.751
SN 2002fk      ;2452610.35;R;15.826
SN 2002fk      ;2452613.31;R;15.954
SN 2002fk      ;2452613.34;R;15.922
SN 2002fk      ;2452616.29;R;16.010
SN 2002fk      ;2452619.27;R;16.206
SN 2002fk      ;2452620.22;R;16.148
SN 2002fk      ;2452620.32;R;16.211
SN 2002fk      ;2452631.29;R;16.641
SN 2002fk      ;2452644.23;R;16.976
SN 2002fk      ;2452657.22;R;17.310
SN 2002fk      ;2452673.13;R;17.742
SN 2002fk      ;2452674.11;R;17.729
SN 2002fk      ;2452535.49;I;14.878
SN 2002fk      ;2452536.50;I;14.518
